Accident_ID,Date,Day_of_Week,Time,City,Vehicle_Type,Road_Condition,Weather,Light_Condition,Cause,Accident_Severity
232,10-01-2023 15:00,Monday,Morning,Chennai,Cycle,Wet,Foggy,Dark - Street Light,Drunk Driving,Minor
233,10-01-2023 16:00,Saturday,Night,Kolkata,Cycle,Snow,Clear,Dark - Street Light,Overspeed,Fatal
234,10-01-2023 17:00,Friday,Evening,Delhi,Bus,Snow,Clear,Dark - Street Light,Drunk Driving,Minor
235,10-01-2023 18:00,Monday,Afternoon,Mumbai,Car,Dry,Rainy,Daylight,Signal Jump,Fatal
236,10-01-2023 19:00,Wednesday,Morning,Bangalore,Truck,Damaged,Rainy,Dark - Street Light,Overspeed,Minor
237,10-01-2023 20:00,Tuesday,Afternoon,Delhi,Bus,Snow,Rainy,Dark - Street Light,Wrong Turn,Fatal
238,10-01-2023 21:00,Thursday,Evening,Chennai,Cycle,Snow,Storm,Dark - Street Light,Overspeed,Minor
239,10-01-2023 22:00,Sunday,Morning,Kolkata,Car,Snow,Rainy,Dark - Street Light,Wrong Turn,Fatal
240,10-01-2023 23:00,Wednesday,Afternoon,Hyderabad,Auto,Snow,Storm,Dark - Street Light,Overspeed,Fatal
241,11-01-2023 00:00,Saturday,Night,Pune,Auto,Wet,Clear,Dark - Street Light,Signal Jump,Fatal
242,11-01-2023 01:00,Monday,Morning,Delhi,Auto,Damaged,Foggy,Daylight,Signal Jump,Fatal
243,11-01-2023 02:00,Thursday,Afternoon,Delhi,Cycle,Dry,Foggy,Dark - Street Light,Overspeed,Fatal
244,11-01-2023 03:00,Monday,Evening,Hyderabad,Auto,Dry,Foggy,Dark - Street Light,Drunk Driving,Serious
245,11-01-2023 04:00,Saturday,Evening,Delhi,Bike,Wet,Foggy,Dark - No Light,Signal Jump,Fatal
246,11-01-2023 05:00,Monday,Morning,Chennai,Truck,Damaged,Storm,Daylight,Wrong Turn,Serious
247,11-01-2023 06:00,Tuesday,Afternoon,Chennai,Truck,Snow,Storm,Daylight,Wrong Turn,Fatal
248,11-01-2023 07:00,Thursday,Morning,Hyderabad,Cycle,Wet,Rainy,Daylight,Mechanical Failure,Serious
249,11-01-2023 08:00,Thursday,Morning,Pune,Bike,Damaged,Storm,Daylight,Wrong Turn,Serious
250,11-01-2023 09:00,Saturday,Afternoon,Mumbai,Bus,Snow,Rainy,Dark - Street Light,Mechanical Failure,Minor
251,11-01-2023 10:00,Sunday,Afternoon,Bangalore,Bus,Wet,Rainy,Dark - Street Light,Overspeed,Fatal
252,11-01-2023 11:00,Tuesday,Night,Mumbai,Auto,Damaged,Foggy,Dark - No Light,Overspeed,Minor
253,11-01-2023 12:00,Wednesday,Afternoon,Delhi,Car,Dry,Storm,Dark - No Light,Overspeed,Minor
254,11-01-2023 13:00,Monday,Evening,Bangalore,Bus,Dry,Storm,Daylight,Drunk Driving,Fatal
255,11-01-2023 14:00,Friday,Morning,Hyderabad,Car,Damaged,Rainy,Dark - No Light,Drunk Driving,Minor
256,11-01-2023 15:00,Monday,Morning,Hyderabad,Truck,Dry,Rainy,Dark - No Light,Mechanical Failure,Fatal
257,11-01-2023 16:00,Monday,Evening,Pune,Car,Damaged,Clear,Daylight,Wrong Turn,Minor
258,11-01-2023 17:00,Wednesday,Afternoon,Bangalore,Truck,Snow,Clear,Daylight,Wrong Turn,Fatal
259,11-01-2023 18:00,Monday,Evening,Chennai,Bike,Damaged,Rainy,Dark - No Light,Overspeed,Fatal
260,11-01-2023 19:00,Tuesday,Evening,Bangalore,Bike,Snow,Clear,Dark - Street Light,Signal Jump,Fatal
261,11-01-2023 20:00,Tuesday,Night,Delhi,Cycle,Wet,Clear,Dark - No Light,Drunk Driving,Serious
262,11-01-2023 21:00,Thursday,Evening,Chennai,Cycle,Damaged,Rainy,Dark - No Light,Drunk Driving,Minor
263,11-01-2023 22:00,Saturday,Morning,Kolkata,Auto,Wet,Rainy,Dark - Street Light,Overspeed,Serious
264,11-01-2023 23:00,Sunday,Evening,Kolkata,Bus,Dry,Storm,Dark - Street Light,Drunk Driving,Minor
265,12-01-2023 00:00,Friday,Morning,Kolkata,Auto,Snow,Rainy,Daylight,Overspeed,Minor
266,12-01-2023 01:00,Monday,Morning,Hyderabad,Truck,Damaged,Rainy,Daylight,Mechanical Failure,Minor
267,12-01-2023 02:00,Monday,Morning,Bangalore,Auto,Wet,Foggy,Dark - No Light,Wrong Turn,Serious
268,12-01-2023 03:00,Wednesday,Afternoon,Kolkata,Car,Snow,Storm,Dark - Street Light,Signal Jump,Minor
269,12-01-2023 04:00,Saturday,Night,Mumbai,Truck,Snow,Storm,Daylight,Wrong Turn,Serious
270,12-01-2023 05:00,Tuesday,Morning,Pune,Cycle,Dry,Storm,Dark - No Light,Wrong Turn,Fatal
271,12-01-2023 06:00,Friday,Morning,Mumbai,Bike,Dry,Foggy,Dark - Street Light,Mechanical Failure,Minor
272,12-01-2023 07:00,Thursday,Afternoon,Kolkata,Cycle,Snow,Rainy,Dark - No Light,Drunk Driving,Minor
273,12-01-2023 08:00,Tuesday,Morning,Pune,Bus,Snow,Storm,Daylight,Signal Jump,Fatal
274,12-01-2023 09:00,Saturday,Evening,Delhi,Truck,Damaged,Storm,Daylight,Drunk Driving,Fatal
275,12-01-2023 10:00,Sunday,Evening,Mumbai,Truck,Snow,Clear,Dark - Street Light,Wrong Turn,Minor
276,12-01-2023 11:00,Thursday,Night,Bangalore,Car,Damaged,Storm,Dark - No Light,Overspeed,Fatal
277,12-01-2023 12:00,Sunday,Morning,Bangalore,Bus,Snow,Rainy,Dark - Street Light,Wrong Turn,Serious
278,12-01-2023 13:00,Wednesday,Afternoon,Mumbai,Bike,Dry,Rainy,Daylight,Drunk Driving,Serious
279,12-01-2023 14:00,Wednesday,Evening,Kolkata,Truck,Damaged,Clear,Daylight,Wrong Turn,Minor
280,12-01-2023 15:00,Monday,Afternoon,Bangalore,Truck,Wet,Storm,Dark - No Light,Overspeed,Serious
281,12-01-2023 16:00,Sunday,Afternoon,Delhi,Car,Dry,Storm,Dark - No Light,Mechanical Failure,Serious
282,12-01-2023 17:00,Saturday,Evening,Chennai,Auto,Damaged,Storm,Dark - No Light,Drunk Driving,Minor
283,12-01-2023 18:00,Friday,Afternoon,Kolkata,Bike,Damaged,Foggy,Dark - Street Light,Wrong Turn,Fatal
284,12-01-2023 19:00,Thursday,Evening,Delhi,Cycle,Wet,Storm,Dark - No Light,Drunk Driving,Minor
285,12-01-2023 20:00,Tuesday,Afternoon,Pune,Bus,Damaged,Rainy,Dark - No Light,Mechanical Failure,Serious
286,12-01-2023 21:00,Saturday,Evening,Delhi,Truck,Snow,Rainy,Daylight,Wrong Turn,Minor
287,12-01-2023 22:00,Saturday,Morning,Kolkata,Truck,Wet,Foggy,Daylight,Wrong Turn,Minor
288,12-01-2023 23:00,Wednesday,Night,Pune,Cycle,Dry,Foggy,Dark - No Light,Drunk Driving,Serious
289,13-01-2023 00:00,Sunday,Evening,Kolkata,Bike,Dry,Storm,Dark - No Light,Drunk Driving,Serious
290,13-01-2023 01:00,Monday,Evening,Bangalore,Auto,Snow,Clear,Daylight,Overspeed,Minor
291,13-01-2023 02:00,Monday,Night,Chennai,Truck,Dry,Foggy,Dark - No Light,Mechanical Failure,Serious
292,13-01-2023 03:00,Thursday,Evening,Kolkata,Bike,Damaged,Foggy,Dark - Street Light,Overspeed,Serious
293,13-01-2023 04:00,Wednesday,Evening,Kolkata,Cycle,Damaged,Storm,Dark - Street Light,Wrong Turn,Serious
294,13-01-2023 05:00,Saturday,Afternoon,Bangalore,Car,Snow,Storm,Dark - Street Light,Drunk Driving,Serious
295,13-01-2023 06:00,Friday,Night,Hyderabad,Auto,Dry,Foggy,Dark - No Light,Wrong Turn,Serious
296,13-01-2023 07:00,Wednesday,Morning,Bangalore,Bus,Dry,Clear,Daylight,Wrong Turn,Serious
297,13-01-2023 08:00,Thursday,Evening,Pune,Truck,Snow,Foggy,Dark - No Light,Signal Jump,Fatal
298,13-01-2023 09:00,Thursday,Night,Bangalore,Bike,Wet,Storm,Dark - No Light,Signal Jump,Minor
299,13-01-2023 10:00,Wednesday,Afternoon,Bangalore,Car,Dry,Storm,Daylight,Wrong Turn,Serious
300,13-01-2023 11:00,Thursday,Morning,Chennai,Bus,Wet,Foggy,Daylight,Drunk Driving,Minor
301,13-01-2023 12:00,Wednesday,Night,Bangalore,Bike,Dry,Clear,Daylight,Wrong Turn,Fatal
302,13-01-2023 13:00,Tuesday,Morning,Kolkata,Bike,Dry,Foggy,Dark - Street Light,Signal Jump,Serious
303,13-01-2023 14:00,Wednesday,Morning,Chennai,Bus,Dry,Foggy,Dark - No Light,Drunk Driving,Minor
304,13-01-2023 15:00,Sunday,Morning,Mumbai,Car,Dry,Storm,Daylight,Wrong Turn,Serious
305,13-01-2023 16:00,Wednesday,Evening,Hyderabad,Cycle,Damaged,Clear,Dark - No Light,Mechanical Failure,Serious
306,13-01-2023 17:00,Thursday,Evening,Chennai,Car,Wet,Rainy,Dark - Street Light,Mechanical Failure,Serious
307,13-01-2023 18:00,Sunday,Afternoon,Pune,Auto,Wet,Clear,Dark - Street Light,Wrong Turn,Serious
308,13-01-2023 19:00,Thursday,Afternoon,Mumbai,Truck,Dry,Foggy,Daylight,Drunk Driving,Serious
309,13-01-2023 20:00,Monday,Night,Chennai,Bus,Dry,Foggy,Daylight,Wrong Turn,Serious
310,13-01-2023 21:00,Monday,Afternoon,Chennai,Cycle,Wet,Foggy,Dark - No Light,Wrong Turn,Serious
311,13-01-2023 22:00,Sunday,Morning,Hyderabad,Bus,Damaged,Clear,Daylight,Signal Jump,Fatal
312,13-01-2023 23:00,Tuesday,Morning,Kolkata,Bus,Snow,Storm,Dark - No Light,Mechanical Failure,Fatal
313,14-01-2023 00:00,Monday,Evening,Pune,Car,Snow,Foggy,Daylight,Signal Jump,Serious
314,14-01-2023 01:00,Wednesday,Morning,Delhi,Truck,Wet,Foggy,Dark - No Light,Signal Jump,Serious
315,14-01-2023 02:00,Thursday,Night,Delhi,Auto,Dry,Clear,Dark - No Light,Wrong Turn,Fatal
316,14-01-2023 03:00,Monday,Morning,Chennai,Bike,Dry,Rainy,Dark - No Light,Signal Jump,Fatal
317,14-01-2023 04:00,Monday,Morning,Bangalore,Bike,Damaged,Rainy,Dark - No Light,Mechanical Failure,Fatal
318,14-01-2023 05:00,Tuesday,Night,Pune,Bus,Snow,Storm,Dark - Street Light,Signal Jump,Serious
319,14-01-2023 06:00,Sunday,Afternoon,Mumbai,Truck,Damaged,Storm,Dark - No Light,Mechanical Failure,Minor
320,14-01-2023 07:00,Sunday,Afternoon,Bangalore,Cycle,Snow,Foggy,Daylight,Signal Jump,Minor
321,14-01-2023 08:00,Saturday,Night,Bangalore,Car,Wet,Clear,Dark - Street Light,Mechanical Failure,Minor
322,14-01-2023 09:00,Tuesday,Evening,Pune,Truck,Snow,Foggy,Dark - Street Light,Signal Jump,Minor
323,14-01-2023 10:00,Wednesday,Morning,Kolkata,Truck,Damaged,Storm,Dark - No Light,Signal Jump,Serious
324,14-01-2023 11:00,Sunday,Night,Chennai,Car,Damaged,Clear,Dark - Street Light,Drunk Driving,Minor
325,14-01-2023 12:00,Thursday,Morning,Chennai,Bus,Damaged,Clear,Dark - No Light,Mechanical Failure,Fatal
326,14-01-2023 13:00,Tuesday,Evening,Chennai,Truck,Wet,Storm,Daylight,Mechanical Failure,Fatal
327,14-01-2023 14:00,Monday,Morning,Chennai,Bike,Snow,Rainy,Dark - No Light,Mechanical Failure,Minor
328,14-01-2023 15:00,Thursday,Night,Delhi,Car,Snow,Rainy,Dark - Street Light,Overspeed,Fatal
329,14-01-2023 16:00,Thursday,Morning,Chennai,Cycle,Damaged,Clear,Daylight,Signal Jump,Serious
330,14-01-2023 17:00,Monday,Afternoon,Delhi,Auto,Snow,Foggy,Dark - No Light,Mechanical Failure,Minor
331,14-01-2023 18:00,Tuesday,Evening,Delhi,Bus,Dry,Rainy,Daylight,Overspeed,Minor
332,14-01-2023 19:00,Monday,Evening,Kolkata,Car,Dry,Foggy,Daylight,Drunk Driving,Serious
333,14-01-2023 20:00,Saturday,Evening,Chennai,Auto,Dry,Rainy,Dark - Street Light,Mechanical Failure,Fatal
334,14-01-2023 21:00,Thursday,Night,Hyderabad,Auto,Snow,Rainy,Daylight,Mechanical Failure,Serious
335,14-01-2023 22:00,Friday,Evening,Mumbai,Cycle,Wet,Foggy,Dark - Street Light,Overspeed,Serious
336,14-01-2023 23:00,Friday,Afternoon,Bangalore,Truck,Wet,Storm,Daylight,Signal Jump,Fatal
337,15-01-2023 00:00,Wednesday,Night,Delhi,Cycle,Wet,Rainy,Dark - No Light,Drunk Driving,Serious
338,15-01-2023 01:00,Sunday,Afternoon,Pune,Truck,Wet,Rainy,Daylight,Mechanical Failure,Fatal
339,15-01-2023 02:00,Monday,Morning,Pune,Truck,Dry,Foggy,Dark - No Light,Signal Jump,Fatal
340,15-01-2023 03:00,Monday,Morning,Mumbai,Car,Dry,Storm,Dark - No Light,Drunk Driving,Serious
341,15-01-2023 04:00,Wednesday,Morning,Pune,Car,Damaged,Rainy,Daylight,Wrong Turn,Fatal
342,15-01-2023 05:00,Wednesday,Morning,Hyderabad,Bus,Snow,Rainy,Dark - No Light,Wrong Turn,Serious
343,15-01-2023 06:00,Wednesday,Afternoon,Pune,Truck,Snow,Storm,Daylight,Drunk Driving,Fatal
344,15-01-2023 07:00,Thursday,Night,Bangalore,Auto,Wet,Rainy,Daylight,Overspeed,Minor
345,15-01-2023 08:00,Saturday,Night,Bangalore,Bike,Dry,Storm,Dark - No Light,Drunk Driving,Fatal
346,15-01-2023 09:00,Monday,Evening,Delhi,Bus,Wet,Storm,Dark - No Light,Drunk Driving,Fatal
347,15-01-2023 10:00,Thursday,Afternoon,Chennai,Car,Damaged,Foggy,Dark - Street Light,Overspeed,Serious
348,15-01-2023 11:00,Wednesday,Morning,Kolkata,Cycle,Snow,Clear,Dark - No Light,Overspeed,Fatal
349,15-01-2023 12:00,Monday,Afternoon,Hyderabad,Bus,Snow,Storm,Dark - Street Light,Signal Jump,Minor
350,15-01-2023 13:00,Thursday,Evening,Delhi,Bus,Wet,Foggy,Dark - No Light,Signal Jump,Minor
351,15-01-2023 14:00,Saturday,Evening,Hyderabad,Bus,Damaged,Clear,Daylight,Overspeed,Fatal
352,15-01-2023 15:00,Thursday,Afternoon,Chennai,Bus,Snow,Rainy,Dark - No Light,Wrong Turn,Fatal
353,15-01-2023 16:00,Saturday,Afternoon,Pune,Bike,Damaged,Clear,Daylight,Wrong Turn,Minor
354,15-01-2023 17:00,Wednesday,Afternoon,Pune,Cycle,Damaged,Storm,Daylight,Drunk Driving,Serious
355,15-01-2023 18:00,Saturday,Night,Kolkata,Cycle,Wet,Storm,Daylight,Mechanical Failure,Minor
356,15-01-2023 19:00,Monday,Morning,Chennai,Cycle,Dry,Storm,Dark - Street Light,Drunk Driving,Minor
357,15-01-2023 20:00,Wednesday,Afternoon,Delhi,Truck,Wet,Storm,Dark - No Light,Drunk Driving,Fatal
358,15-01-2023 21:00,Monday,Afternoon,Kolkata,Auto,Dry,Storm,Daylight,Mechanical Failure,Fatal
359,15-01-2023 22:00,Friday,Afternoon,Chennai,Cycle,Damaged,Foggy,Daylight,Overspeed,Minor
360,15-01-2023 23:00,Tuesday,Evening,Mumbai,Bus,Dry,Storm,Dark - Street Light,Wrong Turn,Serious
361,16-01-2023 00:00,Saturday,Evening,Bangalore,Bus,Damaged,Foggy,Dark - No Light,Drunk Driving,Minor
362,16-01-2023 01:00,Tuesday,Night,Kolkata,Cycle,Snow,Rainy,Dark - No Light,Mechanical Failure,Minor
363,16-01-2023 02:00,Tuesday,Morning,Kolkata,Cycle,Snow,Storm,Dark - Street Light,Signal Jump,Serious
364,16-01-2023 03:00,Saturday,Night,Delhi,Bus,Snow,Storm,Dark - Street Light,Drunk Driving,Minor
365,16-01-2023 04:00,Wednesday,Morning,Hyderabad,Truck,Wet,Clear,Dark - No Light,Wrong Turn,Minor
366,16-01-2023 05:00,Friday,Evening,Mumbai,Car,Wet,Rainy,Dark - Street Light,Overspeed,Fatal
367,16-01-2023 06:00,Monday,Evening,Delhi,Car,Damaged,Storm,Dark - No Light,Drunk Driving,Serious
368,16-01-2023 07:00,Thursday,Evening,Chennai,Cycle,Snow,Storm,Dark - No Light,Drunk Driving,Fatal
369,16-01-2023 08:00,Monday,Night,Chennai,Bike,Wet,Rainy,Daylight,Mechanical Failure,Fatal
370,16-01-2023 09:00,Thursday,Afternoon,Chennai,Cycle,Snow,Foggy,Daylight,Signal Jump,Serious
371,16-01-2023 10:00,Monday,Afternoon,Chennai,Cycle,Wet,Storm,Dark - No Light,Signal Jump,Serious
372,16-01-2023 11:00,Saturday,Evening,Hyderabad,Car,Dry,Clear,Dark - No Light,Overspeed,Minor
373,16-01-2023 12:00,Friday,Afternoon,Mumbai,Bus,Dry,Storm,Dark - No Light,Wrong Turn,Fatal
374,16-01-2023 13:00,Thursday,Afternoon,Pune,Cycle,Snow,Clear,Dark - No Light,Overspeed,Serious
375,16-01-2023 14:00,Sunday,Night,Bangalore,Bus,Damaged,Clear,Dark - No Light,Drunk Driving,Fatal
376,16-01-2023 15:00,Wednesday,Morning,Hyderabad,Bus,Wet,Storm,Dark - No Light,Drunk Driving,Fatal
377,16-01-2023 16:00,Monday,Evening,Hyderabad,Bike,Wet,Storm,Dark - Street Light,Signal Jump,Serious
378,16-01-2023 17:00,Monday,Evening,Pune,Bus,Dry,Clear,Dark - No Light,Wrong Turn,Minor
379,16-01-2023 18:00,Thursday,Night,Pune,Car,Dry,Rainy,Dark - Street Light,Mechanical Failure,Fatal
380,16-01-2023 19:00,Wednesday,Night,Bangalore,Truck,Damaged,Rainy,Dark - Street Light,Wrong Turn,Serious
381,16-01-2023 20:00,Wednesday,Afternoon,Bangalore,Truck,Damaged,Storm,Dark - No Light,Drunk Driving,Minor
382,16-01-2023 21:00,Saturday,Evening,Pune,Auto,Damaged,Foggy,Dark - No Light,Mechanical Failure,Fatal
383,16-01-2023 22:00,Sunday,Morning,Chennai,Cycle,Snow,Rainy,Dark - Street Light,Wrong Turn,Serious
384,16-01-2023 23:00,Saturday,Night,Hyderabad,Car,Dry,Storm,Dark - Street Light,Wrong Turn,Fatal
385,17-01-2023 00:00,Saturday,Morning,Delhi,Bus,Snow,Rainy,Dark - No Light,Mechanical Failure,Serious
386,17-01-2023 01:00,Saturday,Morning,Bangalore,Truck,Dry,Foggy,Dark - No Light,Drunk Driving,Serious
387,17-01-2023 02:00,Saturday,Evening,Bangalore,Car,Dry,Storm,Dark - Street Light,Wrong Turn,Fatal
388,17-01-2023 03:00,Saturday,Evening,Pune,Truck,Wet,Foggy,Dark - Street Light,Mechanical Failure,Fatal
389,17-01-2023 04:00,Friday,Night,Mumbai,Bus,Dry,Storm,Dark - Street Light,Drunk Driving,Serious
390,17-01-2023 05:00,Wednesday,Evening,Delhi,Truck,Dry,Foggy,Daylight,Mechanical Failure,Minor
391,17-01-2023 06:00,Saturday,Evening,Delhi,Cycle,Snow,Rainy,Dark - Street Light,Mechanical Failure,Fatal
392,17-01-2023 07:00,Wednesday,Evening,Bangalore,Cycle,Dry,Rainy,Daylight,Wrong Turn,Serious
393,17-01-2023 08:00,Wednesday,Morning,Chennai,Auto,Snow,Foggy,Dark - No Light,Drunk Driving,Serious
394,17-01-2023 09:00,Tuesday,Night,Mumbai,Auto,Damaged,Foggy,Dark - No Light,Wrong Turn,Minor
395,17-01-2023 10:00,Friday,Afternoon,Delhi,Truck,Dry,Foggy,Dark - Street Light,Overspeed,Minor
396,17-01-2023 11:00,Saturday,Morning,Bangalore,Car,Dry,Storm,Dark - No Light,Overspeed,Minor
397,17-01-2023 12:00,Monday,Evening,Delhi,Cycle,Snow,Rainy,Dark - No Light,Drunk Driving,Fatal
398,17-01-2023 13:00,Thursday,Morning,Kolkata,Car,Damaged,Storm,Dark - No Light,Mechanical Failure,Serious
399,17-01-2023 14:00,Sunday,Evening,Mumbai,Car,Wet,Rainy,Dark - No Light,Wrong Turn,Serious
400,17-01-2023 15:00,Monday,Evening,Mumbai,Truck,Damaged,Clear,Daylight,Wrong Turn,Serious
401,17-01-2023 16:00,Friday,Morning,Kolkata,Car,Snow,Storm,Daylight,Drunk Driving,Minor
402,17-01-2023 17:00,Thursday,Night,Hyderabad,Cycle,Damaged,Rainy,Dark - Street Light,Drunk Driving,Serious
403,17-01-2023 18:00,Friday,Evening,Kolkata,Bus,Snow,Rainy,Dark - Street Light,Overspeed,Fatal
404,17-01-2023 19:00,Wednesday,Night,Pune,Auto,Snow,Storm,Dark - Street Light,Signal Jump,Minor
405,17-01-2023 20:00,Thursday,Afternoon,Pune,Bus,Wet,Storm,Dark - No Light,Drunk Driving,Minor
406,17-01-2023 21:00,Wednesday,Evening,Bangalore,Car,Dry,Rainy,Dark - No Light,Signal Jump,Minor
407,17-01-2023 22:00,Monday,Night,Mumbai,Bus,Snow,Storm,Daylight,Drunk Driving,Minor
408,17-01-2023 23:00,Monday,Night,Hyderabad,Cycle,Snow,Foggy,Daylight,Mechanical Failure,Fatal
409,18-01-2023 00:00,Thursday,Afternoon,Hyderabad,Cycle,Wet,Storm,Dark - Street Light,Mechanical Failure,Serious
410,18-01-2023 01:00,Thursday,Night,Delhi,Car,Snow,Storm,Daylight,Overspeed,Fatal
411,18-01-2023 02:00,Saturday,Night,Delhi,Truck,Dry,Storm,Daylight,Overspeed,Serious
412,18-01-2023 03:00,Friday,Afternoon,Kolkata,Bus,Wet,Rainy,Daylight,Signal Jump,Fatal
413,18-01-2023 04:00,Saturday,Evening,Hyderabad,Truck,Dry,Foggy,Daylight,Drunk Driving,Minor
414,18-01-2023 05:00,Friday,Night,Kolkata,Truck,Dry,Clear,Daylight,Wrong Turn,Minor
415,18-01-2023 06:00,Saturday,Night,Kolkata,Bike,Wet,Clear,Dark - Street Light,Overspeed,Fatal
416,18-01-2023 07:00,Wednesday,Night,Delhi,Car,Snow,Foggy,Dark - Street Light,Wrong Turn,Fatal
417,18-01-2023 08:00,Thursday,Morning,Mumbai,Auto,Dry,Foggy,Daylight,Wrong Turn,Serious
418,18-01-2023 09:00,Monday,Afternoon,Kolkata,Cycle,Dry,Foggy,Dark - Street Light,Drunk Driving,Fatal
419,18-01-2023 10:00,Friday,Morning,Chennai,Cycle,Dry,Rainy,Dark - No Light,Signal Jump,Fatal
420,18-01-2023 11:00,Friday,Afternoon,Mumbai,Car,Dry,Clear,Daylight,Drunk Driving,Serious
421,18-01-2023 12:00,Monday,Evening,Hyderabad,Auto,Wet,Foggy,Dark - No Light,Overspeed,Serious
422,18-01-2023 13:00,Saturday,Evening,Hyderabad,Cycle,Wet,Rainy,Dark - Street Light,Wrong Turn,Serious
423,18-01-2023 14:00,Friday,Night,Kolkata,Car,Damaged,Clear,Dark - Street Light,Drunk Driving,Fatal
424,18-01-2023 15:00,Sunday,Afternoon,Mumbai,Cycle,Damaged,Storm,Dark - No Light,Drunk Driving,Serious
425,18-01-2023 16:00,Wednesday,Evening,Delhi,Truck,Dry,Rainy,Dark - Street Light,Drunk Driving,Minor
426,18-01-2023 17:00,Thursday,Afternoon,Delhi,Bus,Snow,Clear,Daylight,Overspeed,Minor
427,18-01-2023 18:00,Monday,Evening,Pune,Bus,Dry,Rainy,Dark - No Light,Signal Jump,Minor
428,18-01-2023 19:00,Thursday,Morning,Hyderabad,Cycle,Snow,Clear,Daylight,Drunk Driving,Fatal
429,18-01-2023 20:00,Sunday,Evening,Bangalore,Bike,Dry,Clear,Dark - No Light,Overspeed,Minor
430,18-01-2023 21:00,Friday,Morning,Pune,Auto,Damaged,Storm,Dark - Street Light,Wrong Turn,Fatal
431,18-01-2023 22:00,Friday,Evening,Delhi,Auto,Damaged,Rainy,Dark - No Light,Mechanical Failure,Fatal
432,18-01-2023 23:00,Sunday,Night,Mumbai,Auto,Snow,Foggy,Dark - No Light,Overspeed,Minor
433,19-01-2023 00:00,Monday,Morning,Delhi,Truck,Dry,Storm,Daylight,Mechanical Failure,Serious
434,19-01-2023 01:00,Wednesday,Evening,Mumbai,Auto,Snow,Storm,Dark - Street Light,Drunk Driving,Fatal
435,19-01-2023 02:00,Tuesday,Night,Pune,Bus,Damaged,Clear,Daylight,Drunk Driving,Minor
436,19-01-2023 03:00,Monday,Morning,Hyderabad,Truck,Dry,Foggy,Dark - Street Light,Overspeed,Fatal
437,19-01-2023 04:00,Tuesday,Night,Delhi,Car,Dry,Rainy,Daylight,Mechanical Failure,Serious
438,19-01-2023 05:00,Sunday,Afternoon,Kolkata,Auto,Snow,Foggy,Dark - No Light,Drunk Driving,Serious
439,19-01-2023 06:00,Saturday,Afternoon,Mumbai,Auto,Wet,Foggy,Daylight,Wrong Turn,Minor
440,19-01-2023 07:00,Tuesday,Morning,Hyderabad,Car,Snow,Foggy,Dark - Street Light,Signal Jump,Fatal
441,19-01-2023 08:00,Wednesday,Evening,Bangalore,Auto,Damaged,Foggy,Dark - Street Light,Signal Jump,Fatal
442,19-01-2023 09:00,Saturday,Morning,Mumbai,Car,Damaged,Foggy,Dark - No Light,Drunk Driving,Fatal
443,19-01-2023 10:00,Tuesday,Night,Pune,Truck,Damaged,Clear,Dark - Street Light,Mechanical Failure,Fatal
444,19-01-2023 11:00,Sunday,Evening,Bangalore,Bus,Damaged,Clear,Daylight,Drunk Driving,Minor
445,19-01-2023 12:00,Saturday,Afternoon,Bangalore,Car,Damaged,Storm,Dark - No Light,Mechanical Failure,Serious
446,19-01-2023 13:00,Sunday,Evening,Chennai,Bike,Wet,Clear,Dark - Street Light,Wrong Turn,Minor
447,19-01-2023 14:00,Tuesday,Afternoon,Delhi,Car,Dry,Storm,Dark - Street Light,Mechanical Failure,Fatal
448,19-01-2023 15:00,Sunday,Evening,Mumbai,Auto,Snow,Storm,Daylight,Drunk Driving,Fatal
449,19-01-2023 16:00,Wednesday,Evening,Bangalore,Truck,Snow,Rainy,Daylight,Wrong Turn,Serious
450,19-01-2023 17:00,Tuesday,Evening,Chennai,Cycle,Damaged,Foggy,Dark - No Light,Overspeed,Fatal
451,19-01-2023 18:00,Tuesday,Night,Pune,Truck,Snow,Clear,Dark - Street Light,Signal Jump,Minor
452,19-01-2023 19:00,Tuesday,Night,Hyderabad,Cycle,Damaged,Rainy,Daylight,Drunk Driving,Minor
453,19-01-2023 20:00,Monday,Morning,Kolkata,Car,Wet,Clear,Dark - No Light,Drunk Driving,Serious
454,19-01-2023 21:00,Monday,Morning,Kolkata,Bus,Wet,Storm,Dark - Street Light,Drunk Driving,Minor
455,19-01-2023 22:00,Monday,Afternoon,Mumbai,Bike,Dry,Clear,Dark - Street Light,Wrong Turn,Minor
456,19-01-2023 23:00,Wednesday,Night,Bangalore,Truck,Wet,Foggy,Dark - No Light,Overspeed,Minor
457,20-01-2023 00:00,Saturday,Afternoon,Kolkata,Auto,Wet,Storm,Dark - No Light,Mechanical Failure,Minor
458,20-01-2023 01:00,Sunday,Morning,Delhi,Cycle,Dry,Storm,Daylight,Overspeed,Fatal
459,20-01-2023 02:00,Friday,Afternoon,Kolkata,Auto,Snow,Rainy,Dark - Street Light,Wrong Turn,Minor
460,20-01-2023 03:00,Tuesday,Morning,Kolkata,Bus,Damaged,Foggy,Dark - Street Light,Drunk Driving,Serious
461,20-01-2023 04:00,Sunday,Night,Kolkata,Cycle,Damaged,Storm,Dark - Street Light,Signal Jump,Serious
462,20-01-2023 05:00,Tuesday,Evening,Chennai,Truck,Snow,Foggy,Dark - No Light,Drunk Driving,Minor
463,20-01-2023 06:00,Wednesday,Night,Bangalore,Car,Dry,Clear,Daylight,Mechanical Failure,Serious
